en,kn
Sir William Hamo Thorneycroft's magnificent representation of Cromwell is evidence of 19th century opinion and part of the historiography of a figure who many believe is still worth celebrating.’,ಸರ್‍ ವಿಲಿಯಂ ಹ್ಯಾಮೊ ಥಾರ್ನಿಕ್ರಾಫ್ಟ್ ಅವರು ಕ್ರಾಮ್ವೆಲ್ ನನ್ನು ಪ್ರತಿನಿಧಿಸಿದ್ದು 19ನೇ ಶತಮಾನದ ಜನಾಭಿಪ್ರಾಯಕ್ಕೆ ಹಿಡಿದ ಕನ್ನಡಿಯಾಗಿದೆ ಮತ್ತು ಇವತ್ತಿಗೂ ಗೌರವಕ್ಕೆ ಪಾತ್ರವಾಗಬಹುದು ಎಂದು ಹಲವಾರು ಜನ ನಂಬಿರುವಂತಹ ವ್ಯಕ್ತಿತ್ವದ ಇತಿಹಾಸಶಾಸ್ತ್ರದ ಭಾಗವಾಗಿದೆ.
"Mr Goldsmith told The Sunday Telegraph: ‘Cromwell is regarded by many, perhaps more in the late 19th century than today, as a defender of parliament against external pressure, in his case of course the monarchy.","ಶ್ರೀಯುತ ಗೋಲ್ಡ್ ಸ್ಮಿತ್‍‍ರವರು ಸಂಡೇ ಟೆಲಿಗ್ರಾಫ್‍‍ಗೆ ಹೀಗೆ ಹೇಳಿದರು: ""ಇವತ್ತಿನ ಕಾಲಮಾನಕ್ಕೆ ಹೋಲಿಸಿದರೆ 19ನೇ ಶತಮಾನದ ಕೊನೆಯ ಭಾಗದಲ್ಲಿ ಕ್ರಾಮ್ವೆಲ್‍‍ನನ್ನು ಬಹಳಷ್ಟು ಜನ ಗೌರವಿಸುತ್ತಿದ್ದರು. ಅದಕ್ಕೆ ಕಾರಣ ಅವನು ರಾಜರ ಆಡಳಿತದ ಬಾಹ್ಯ ಒತ್ತಡದಿಂದ ಸಂಸತ್ತನ್ನು ಕಾಪಾಡಲು ಶ್ರಮಿಸುತ್ತಿದ್ದನು."
Whether that is a wholly accurate representation is the subject of continuing historical debate.,ಆದರೆ ಅದು ಪೂರ್ತಿಯಾಗಿ ನಿಖರವಾಗಿ ಪ್ರತಿನಿಧಿಸಲಾಗಿದೆಯೇ ಎಂಬುದು ನಿರಂತರ ಐತಿಹಾಸಿಕ ಚರ್ಚೆಯ ವಿಷಯವಾಗಿದೆ.
"What is certain is that the conflict of the mid 17th century has shaped the subsequent development of our nation, and Cromwell is an individual recognisable figure who represents one side of that divide.","17ನೇ ಶತಮಾನದ ಮಧ್ಯ ಭಾಗದ ಸಂಘರ್ಷವು ನಮ್ಮ ರಾಷ್ಟ್ರದ ಮುಂದಿನ ಅಭಿವೃದ್ಧಿಗೆ ಕಾರಣವಾಯಿತು, ಮತ್ತು ಕ್ರಾಮ್ವೆಲ್ ಆ ವಿಭಜನೆಯ ಒಂದು ಬದಿಯನ್ನು ಪ್ರತಿನಿಧಿಸುವ ಏಕೈಕ ಪರಿಚಿತ ವ್ಯಕ್ತಿತ್ವ ಎಂಬುದು ಮಾತ್ರ ಸತ್ಯ."
His achievements as Lord Protector are also worth celebrating and commemorating.’,"ಲಾರ್ಡ್ ಪ್ರೊಟೆಕ್ಟರ್‍ ಆಗಿ ಅವನ ಸಾಧನೆಗಳನ್ನು ಆಚರಿಸಬೇಕು ಮತ್ತು ನೆನೆಯಬೇಕು."""
Killer Pig Mauls Chinese Farmer to Death,ಚೀನಾದ ರೈತನನ್ನು ಕಚ್ಚಿ ಕೊಂದ ಕೊಲೆಗಡುಕ ಹಂದಿ
"A farmer was attacked and killed by a pig in a market in southwest China, according to local media reports.","ಸ್ಥಳೀಯ ಮಾಧ್ಯಮ ವರದಿಗಳ ಪ್ರಕಾರ, ನೈಋತ್ಯ ಚೀನಾದ ಮಾರುಕಟ್ಟೆಯೊಂದರಲ್ಲಿ ಹಂದಿಯು ರೈತನ ಮೇಲೆ ದಾಳಿ ಮಾಡಿ ಕೊಂದಿರುವ ಘಟನೆ ಬೆಳಕಿಗೆ ಬಂದಿದೆ."
"The man, identified only by his surname ‘Yuan’, was found dead with a severed artery, covered in blood near a sty at the market in Liupanshui in Guizhou province, the South China Morning Post reported Sunday.","ಘಿಝೌ ಪ್ರಾಂತ್ಯದ ಲ್ಯೂಪನ್ ಶುಯಿ ದಲ್ಲಿರುವ ಮಾರುಕಟ್ಟೆಯ ಹಂದಿಗಳನ್ನಿಡುವ ಜಾಗದಲ್ಲಿ ರಕ್ತದ ಮಡುವಿನಲ್ಲಿ ಬಿದ್ದಿದ್ದ ಆ ವ್ಯಕ್ತಿಯನ್ನು ಕೇವಲ ಅವನ ಅಡ್ಡಹೆಸರಾದ ""ಯುವಾನ್"" ನಿಂದ ಗುರುತಿಸಲಾಗಿದ್ದು, ಅವನ ಅಪಧಮನಿಗಳು ಕತ್ತರಿಸಲ್ಪಟ್ಟಿದ್ದವು ಎಂದು ಸೌತ್ ಚೈನಾ ಮಾರ್ನಿಂಗ್ ಪೋಸ್ಟ್ ರವಿವಾರದಂದು ವರದಿ ಮಾಡಿತು."
"A pig farmer prepares to inject vaccines into pigs at a hoggery on May 30, 2005 in Xining of Qinghai Province, China.","ಚೀನಾದ ಕಿಂಘೈ ಪ್ರಾಂತ್ಯದ ಝಿನಿಂಗ್ ನಲ್ಲಿ ಮೇ 30, 2005 ರಂದು ಒಬ್ಬ ರೈತನು ಹಂದಿ ಸಾಕಾಣಿಕೆ ಸ್ಥಳದಲ್ಲಿದ್ದ ಎಲ್ಲ ಹಂದಿಗಳಿಗೆ ಲಸಿಕೆ ಹಾಕಲು ಸಿದ್ಧತೆ ನಡೆಸಿದನು."
He had reportedly travelled with his cousin from the neighbouring Yunnan province on Wednesday to sell 15 pigs at the market.,"ಒಂದು ವರದಿಯ ಪ್ರಕಾರ, ಅವನು 15 ಹಂದಿಗಳನ್ನು ಮಾರುವುದಕ್ಕಾಗಿ ತನ್ನ ಸೋದರ ಸಂಬಂಧಿಯ ಜೊತೆ ಪಕ್ಕದ ಯುನಾನ್ ಪ್ರಾಂತ್ಯದಿಂದ ಬುಧವಾರದಂದು ಈ ಮಾರುಕಟ್ಟೆಗೆ ಬಂದಿದ್ದನು."
"The following morning, his cousin found him dead, and discovered a door to a neighbouring pig sty open.",ಮರುದಿನ ಬೆಳಗ್ಗೆ ಅವನ ಸೋದರ ಸಂಬಂಧಿ ಅವನ ಶವವನ್ನು ಕಂಡನು ಮತ್ತು ಪಕ್ಕದ ಹಂದಿ ಸಾಕುವ ಸ್ಥಳದ ಬಾಗಿಲು ತೆರೆದಿರುವುದನ್ನು ಗಮನಿಸಿದನು.
He said that in the sty was a large male pig with blood on its mouth.,ಆ ಹಂದಿ ಸಾಕಾಣಿಕೆ ಸ್ಥಳದಲ್ಲಿದ್ದ ದೊಡ್ಡ ಗಂಡು ಹಂದಿಯ ಬಾಯಿ ರಕ್ತಸಿಕ್ತವಾಗಿತ್ತು ಎಂದು ಅವನು ತಿಳಿಸಿದನು.
"A forensic examination confirmed that the 250 kg (550 pound) hog had mauled the farmer to death, according to the report.","ವರದಿಯ ಪ್ರಕಾರ, 550 ಪೌಂಡ್ ತೂಕದ ಹಂದಿಯು ರೈತನನ್ನು ಕಚ್ಚಿ ಕೊಂದಿತು ಎಂದು ಫೊರೆನ್ಸಿಕ್ ತಪಾಸಣೆಯು ದೃಢಪಡಿಸಿತು."
"‘My cousin's legs were bloody and mangled,’ the cousin, referred to by his surname ‘Wu’, said, as quoted by the Guiyang Evening News.","""ವೂ"" ಎಂಬ ಅಡ್ಡಹೆಸರಿನಿಂದ ಸಂಭೋದಿಸಲಾದ ಮೃತನ ಸೋದರ ಸಂಬಂಧಿ ಗಿಯಾಂಗ್ ಈವನಿಂಗ್ ನ್ಯೂಸ್ ಗೆ ಹೀಗೆ ಹೇಳಿದ ""ನನ್ನ ಸೋದರ ಸಂಬಂಧಿಯ ಕಾಲುಗಳ ರಕ್ತದಲ್ಲಿ ಮುಳುಗಿದ್ದವು ಮತ್ತು ವಿಕಾರಗೊಂಡಿದ್ದವು."""
Security camera footage showed Yuan entering the market at 4.40 a.m. on Thursday to feed his pigs.,ಯುವಾನ್ ತನ್ನ ಹಂದಿಗಳಿಗೆ ಆಹಾರ ನೀಡುವುದಕ್ಕಾಗಿ ಗುರುವಾರ ಬೆಳಗ್ಗೆ 4.40 ಕ್ಕೆ ಮಾರುಕಟ್ಟೆಯೊಳಗೆ ಹೋದುದನ್ನು ಸೆಕ್ಯುರಿಟಿ ಕ್ಯಾಮೆರಾ ಫುಟೇಜ್ ತೋರಿಸಿತು.
His body was found about an hour later.,ಇದಾದ ಒಂದು ಗಂಟೆಯ ನಂತರ ಅವನ ದೇಹ ದೊರೆಯಿತು.
The animal who killed the man did not belong to Yuan or his cousin.,}ಯುವಾನ್‍‍ನನ್ನು ಕೊಂದ ಪ್ರಾಣಿ ಅವನದೂ ಅಲ್ಲ ಅವನ ಸೋದರ ಸಂಬಂಧಿಯದೂ ಅಲ್ಲ.
"A market manager told the Evening News that the pig had been locked away to prevent it from attacking anyone else, while police gathered evidence at the scene.","ಗಪೊಲೀಸರು ಘಟನಾ ಸ್ಥಳದಲ್ಲಿ ಪುರಾವೆಗಳನ್ನು ಕಲೆ ಹಾಕುತ್ತಿರುವಾಗ, ಆ ಹಂದಿಯು ಯಾರ ಮೇಲೂ ದಾಳಿ ಮಾಡದಂತೆ ಅದನ್ನು ಬಂಧಿಸಿ ಇಡಲಾಗಿತ್ತು ಎಂದು ಮಾರುಕಟ್ಟೆ ವ್ಯವಸ್ಥಾಪಕ ಈವನಿಂಗ್ ನ್ಯೂಸ್‍‍ಗೆ ತಿಳಿಸಿದ."
Yuan's family and market authorities are reportedly negotiating compensation for his death.,ಯುವಾನ್ ಸಾವಿಗೆ ಪರಿಹಾರ ನೀಡುವಂತೆ ಅವನ ಪರಿವಾರ ಸದಸ್ಯರು ಮತ್ತು ಮಾರುಕಟ್ಟೆ ಅಧಿಕಾರಿಗಳು ಮಾತುಕತೆ ನಡೆಸಿದ್ದಾರೆಂದು ವರದಿ ತಿಳಿಸಿದೆ.
"Though rare, cases of pigs attacking humans have been recorded before.","ಇಂತಹ ಘಟನೆಗಳು ವಿರಳವಾದರೂ, ಹಂದಿಗಳು ಮನುಷ್ಯರ ಮೇಲೆ ದಾಳಿ ಮಾಡುವ ಘಟನೆಗಳು ಈ ಮೊದಲು ಕೂಡ ದಾಖಲಾಗಿವೆ."
"In 2016, a pig attacked a woman and her husband at their farm in Massachusetts, leaving the man with critical injuries.","2016 ರಲ್ಲಿ, ಮೆಸಚುಸೆಟ್ಸ್ ನಲ್ಲಿ ಹಂದಿಯೊಂದು ಒಬ್ಬ ಮಹಿಳೆ ಮತ್ತು ಅವಳ ಗಂಡನ ಮೇಲೆ ಅವರ ತೋಟದಲ್ಲಿಯೇ ದಾಳಿ ಮಾಡಿತು ಮತ್ತು ಪುರುಷನ ಮೈಮೇಲೆ ತೀವ್ರ ಗಾಯಗಳನ್ನು ಮಾಡಿತು."
"Ten years previously, a 295 kg (650 pound) pig pinned a Welsh farmer to his tractor until his wife scared the animal away.","ಹತ್ತು ವರ್ಷಗಳ ಹಿಂದೆ, ವೇಲ್ಸ್ ನಲ್ಲಿ 650 ಪೌಂಡ್ ತೂಕದ ಒಂದು ಹಂದಿ ರೈತನನ್ನು ಅವನ ಟ್ರಾಕ್ಟರ್‍ ಬಳಿ ಗಾಯಗೊಳಿಸುವ ಪ್ರಯತ್ನದಲ್ಲಿದ್ದಾಗ ಅವನ ಹೆಂಡತಿ ಅದನ್ನು ಹೆದರಿಸಿ ಓಡಿಸಿದಳಂತೆ."
"After an Oregon farmer was eaten by his pigs in 2012, one Manitoba farmer told CBC News that pigs are not normally aggressive but the taste of blood can act as a ‘trigger’.","2012 ರಲ್ಲಿ ಒರಗಾನ್ ರೈತನನ್ನು ಅವನ ಹಂದಿಗಳು ತಿಂದು ಹಾಕಿದ ನಂತರ, ಹಂದಿಗಳು ಸಾಮಾನ್ಯವಾಗಿ ದಾಳಿ ಮಾಡುವ ಪ್ರವೃತ್ತಿಯವಲ್ಲ, ಆದರೆ ರಕ್ತದ ರುಚಿ ಅವುಗಳನ್ನು ""ಪ್ರಚೋದಿಸಬಹುದು"" ಎಂದು ಮನಿಟೊಬಾ ರೈತನೊಬ್ಬ CBC ನ್ಯೂಸ್ ಗೆ ತಿಳಿಸಿದ."
‘They're just being playful.,"""ಅವು ಆಟವಾಡುತ್ತವೆಯಷ್ಟೆ."
"They're nippers, very inquisitive...they aren't out to hurt you.","ಅವು ಚಿಕ್ಕ ಮಕ್ಕಳಂತೆ, ಬಹಳ ಕುತೂಹಲಕಾರಿಯಾಗಿರುತ್ತವೆ...ನಿಮಗೆ ಹಾನಿಯುಂಟು ಮಾಡುವುದು ಅವುಗಳ ಉದ್ದೇಶವಾಗಿರುವುದಿಲ್ಲ."
"You just have to pay them the right amount of respect,’ he said.","ನೀವು ಅವುಗಳಿಗೆ ಸರಿಯಾದ ರೀತಿಯಲ್ಲಿ ಗೌರವ ತೋರಿದರೆ ಸಾಕು,"" ಎಂದು ಹೇಳಿದ."
Hurricane Rosa's remnants to bring widespread heavy rain to southwest US,ಚಂಡಮಾರುತ ರೋಸಾ ಬಂದು ಹೋದ ಪರಿಣಾಮವಾಗಿ ನೈಋತ್ಯ US ನಲ್ಲಿ ವ್ಯಾಪಕವಾಗಿ ಭಾರಿ ಮಳೆ ಬೀಳಲಿದೆ
"As forecast, Hurricane Rosa is weakening as it moves over the cooler waters of the northern coast of Mexico.","ಹವಾಮಾನ ಮುನ್ಸೂಚನೆ ಪ್ರಕಾರ, ಮೆಕ್ಸಿಕೋದ ಉತ್ತರ ಕರಾವಳಿಯ ತಣ್ಣನೆ ನೀರಿನತ್ತ ಬೀಸುತ್ತಿರುವ ಚಂಡಮಾರುತ ರೋಸಾ ತೀವ್ರತೆ ಕಮ್ಮಿಯಾಗುತ್ತಿದೆ."
"However, Rosa will bring flooding rains across northern Mexico and the southwest US over the coming days.","ಆದಾಗ್ಯೂ, ಮುಂಬರುವ ದಿನಗಳಲ್ಲಿ ರೋಸಾ ಉತ್ತರ ಮೆಕ್ಸಿಕೋದಾದ್ಯಂತ ಮತ್ತು ನೈಋತ್ಯ US ದಲ್ಲಿ ಭಾರೀ ಮಳೆಗಳನ್ನು ತರಲಿದೆ."
"Rosa had winds of 137 kmph (85 mph), a Category 1 Hurricane, as of 5 a.m. Eastern time Sunday, and was located 620 km (385 miles) southwest of Punta Eugenia, Mexico.","ರವಿವಾರ ಬೆಳಗ್ಗೆ ಪೂರ್ವ ಕಾಲಮಾನದಂತೆ 5 ಗಂಟೆಯವರೆಗೆ, ರೋಸಾ ಗಾಳಿಯು 85 mph ವೇಗದಲ್ಲಿ ಬೀಸುತ್ತಿದ್ದು, ವರ್ಗ 1 ರ ಚಂಡಮಾರುತವಾಗಿತ್ತು, ಮತ್ತು ಮೆಕ್ಸಿಕೋದ ಪಂಟಾ ಯೂಜೀನಿಯಾದ ನೈಋತ್ಯ ದಿಕ್ಕಿನಲ್ಲಿ 385 ಮೈಲಿಗಳಷ್ಟು ದೂರದಲ್ಲಿ ಕಂಡಿತು."
Rosa is expected to move north on Sunday.,ರೋಸಾ ರವಿವಾರದಂದು ಉತ್ತರದತ್ತ ಚಲಿಸುವುದು ಎಂಬ ನಿರೀಕ್ಷೆ ಇದೆ.
"Meanwhile, a trough is beginning to take shape over the Pacific Ocean and move east toward the West Coast of the US As Rosa approaches the Baja California peninsula on Monday as a tropical storm it will begin to push deep tropical moisture northward into the southwest US.","ಈ ಮಧ್ಯೆ, ಪೆಸಿಫಿಕ್ ಮಹಾಸಾಗರದ ಮೇಲೆ ಉಂಗುರ ಆಕಾರ ರೂಪ ಪಡೆಯುತ್ತಿದೆ ಮತ್ತು US ನ ಪಶ್ಚಿಮ ಕರಾವಳಿಯತ್ತ ಪೂರ್ವದೆಡೆಗೆ ಹೊರಟಿದೆ. ಸೋಮವಾರದಂದು ಉಷ್ಣವಲಯದ ಬಿರುಗಾಳಿಯ ರೂಪದಲ್ಲಿ ಬಾಜಾ ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ದ್ವೀಪವನ್ನು ಸಮೀಪಸಲಿದ್ದು, ನೈಋತ್ಯ US ದಲ್ಲಿ ನುಗ್ಗಿ ಉಷ್ಣವಲಯದ ಆರ್ದ್ರತೆಯನ್ನು ಉತ್ತರದೆಡೆಗೆ ತಳ್ಳಲಿದೆ."
Rosa will bring up to 10 inches of rain in parts of Mexico on Monday.,ರೋಸಾ ಸೋಮವಾರದಂದು ಮೆಕ್ಸಿಕೋದ ಕೆಲವು ಭಾಗಗಳಲ್ಲಿ 10 ಇಂಚುಗಳಷ್ಟು ಮಳೆ ಸುರಿಸಲಿದೆ.
"Then, tropical moisture interacting with the approaching trough will create widespread heavy rainfall in the Southwest over the coming days.",ಅನಂತರ ಸಮೀಪಿಸುತ್ತಿರುವ ಚಂಡಮಾರುತದೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸುವ ಉಷ್ಣವಲಯದ ಆರ್ದ್ರತೆಯು ಮುಂಬರುವ ದಿನಗಳಲ್ಲಿ ನೈಋತ್ಯ ಭಾಗದಲ್ಲಿ ವ್ಯಾಪಕ ಬಿರುಮಳೆ ತರಲಿದೆ.
"Locally, 1 to 4 inches of rain will cause dangerous flash flooding, debris flows and possibility landslides in the desert.","ಸ್ಥಳೀಯವಾಗಿ, ಮರುಭೂಮಿಯಲ್ಲಿ ಬೀಳುವ 1 ರಿಂದ 4 ಇಂಚುಗಳಷ್ಟು ಮಳೆ ಅಪಾಯಕಾರಿ ಮಹಾಪೂರ ಸೃಷ್ಟಿಸುತ್ತದೆ, ತ್ಯಾಜ್ಯ ಹರಿದು ಬರುತ್ತದೆ ಮತ್ತು ಭೂಕುಸಿತಗಳುಂಟಾಗುತ್ತವೆ."
"Deep tropical moisture will cause rainfall rates to approach 2 to 3 inches per hour in spots, especially in parts of southern Nevada and Arizona.","ತೀವ್ರ ಉಷ್ಣವಲಯದ ಆರ್ದ್ರತೆಯು ಪ್ರತಿ ಗಂಟೆಗೆ 2 ರಿಂದ 3 ಇಂಚುಗಳಷ್ಟು ಮಳೆ ಬೀಳುವಂತೆ ಮಾಡುತ್ತದೆ, ಮುಖ್ಯವಾಗಿ ದಕ್ಷಿಣ ನೆವಾಡಾ ಮತ್ತು ಅರಿಜೋನಾ ಭಾಗಗಳಲ್ಲಿ."
"As much as 2 to 4 inches of rain is expected in parts of the Southwest, especially over much of Arizona.","ನೈಋತ್ಯದಲ್ಲಿ 2 ರಿಂದ 4 ಇಂಚುಗಳಷ್ಟು ಮಳೆ ಬೀಳುವ ನಿರೀಕ್ಷೆ ಇದೆ, ಮುಖ್ಯವಾಗಿ ಅರಿಜೋನಾದ ಹೆಚ್ಚಿನ ಭಾಗಗಳಲ್ಲಿ."
Flash flooding is possible with rapidly deteriorating conditions due to the scattered nature of tropical rain.,ಉಷ್ಣವಲಯದ ಮಳೆಯು ಎಲ್ಲೆಡೆ ಹೇಗೆ ಬೇಕೋ ಹಾಗೆ ಸುರಿಯುವುದರಿಂದ ಕುಸಿಯುವ ಸ್ಥಿತಿಗಳಿಂದಾಗಿ ಪ್ರವಾಹ ಉಂಟಾಗುವ ಸಾಧ್ಯತೆಯಿರುತ್ತದೆ.
It would be extremely ill advised to venture out into the desert on foot with the threat of tropical rainfall.,ಉಷ್ಣವಲಯದ ಮಳೆಯಿಂದಾಗಿ ಮರುಭೂಮಿಯಲ್ಲಿ ಕಾಲ್ನಡಿಗೆಯಲ್ಲಿ ಅಡ್ಡಾಡುವುದು ಬಹಳ ಅಪಾಯಕಾರಿ.
Heavy rain could cause canyons to become raging rivers and thunderstorms will bring locally gusty winds and blowing dust.,ಭಾರೀ ಮಳೆಯಿಂದಾಗಿ ಆಳವಾದ ಕಂದರಗಳು ಉಕ್ಕಿ ಹರಿಯುವ ನದಿಗಳಾಗಿ ಪರಿವರ್ತನೆಯಾಗುತ್ತವೆ ಮತ್ತು ಚಂಡಮಾರುತ ಮಳೆಗಳಿಂದಾಗಿ ಸ್ಥಳೀಯವಾಗಿ ಜೋರಾಗಿ ಬೀಸುವ ಗಾಳಿ ಮತ್ತು ಧೂಳು ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತವೆ.
The approaching trough will bring some locally heavy rain to parts of the Southern California coastline.,ಸಮೀಪಿಸುತ್ತಿರುವ ಸುರುಳಿಯಾಕಾರದ ಚಂಡಮಾರುತವು ದಕ್ಷಿಣ ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಕರಾವಳಿ ಪ್ರದೇಶದಲ್ಲಿ ಸ್ಥಳೀಯವಾಗಿ ಭಾರೀ ಮಳೆ ತರಲಿದೆ.
"Rainfall totals of over half an inch are possible, which could cause minor debris flows and slick roadways.",ಅರ್ಧ ಇಂಚಿಗಿಂತ ಸ್ವಲ್ಪ ಹೆಚ್ಚು ಪ್ರಮಾಣದ ಮಳೆಯಿಂದಾಗಿ ಸ್ವಲ್ಪ ತ್ಯಾಜ್ಯ ಹರಿದು ಬರುವುದು ಮತ್ತು ರಸ್ತೆಗಳು ನುಣುಪಾಗಿ ಜಾರುವಂತಾಗಬಹುದು.
This would be the region's first rainfall of their wet season.,ಇದು ಆ ಪ್ರದೇಶದ ಮಳೆಗಾಲದ ಪ್ರಥಮ ಮಳೆಯಾಗುವುದು.
"Some scattered tropical rain showers will begin to approach Arizona late Sunday and early Monday, before the rain becomes more widespread late Monday and Tuesday.","ಕೆಲವು ಉಷ್ಣವಲಯದ ಮಳೆ ತುಂತುರುಗಳು ರವಿವಾರ ಸಂಜೆ ಮತ್ತು ಸೋಮವಾರ ಮುಂಜಾನೆ ಅರಿಜೋನಾದತ್ತ ಹೋಗುತ್ತವೆ, ಅನಂತರ ಸೋಮವಾರ ಮತ್ತು ಮಂಗಳವಾರ ಸಂಜೆ ಎಲ್ಲೆಡೆ ಹರಡುವುದು."
Heavy rain will spread into the Four Corners on Tuesday and last through Wednesday.,ಭಾರೀ ಮಳೆ ನಾಲ್ಕೂ ದಿಕ್ಕುಗಳಲ್ಲಿ ಮಂಗಳವಾರ ಪ್ರಾರಂಭವಾಗಿ ಬುಧವಾರದವರೆಗೆ ಮುಂದುವರಿಯುವುದು.
"October can see some intense temperature swings across the US as the Arctic gets cooler, but the tropics remain quite warm.","ಅಕ್ಟೋಬರ್‍ ತಿಂಗಳಲ್ಲಿ ಅರ್ಕ್ಟಿಟಿಕ್ ತಣ್ಣಗಾಗುವುದರಿಂದ US ನ ಎಲ್ಲೆಡೆ ತಾಪಮಾನ ಏರಿಳಿತಗಳಾಗುವುದು, ಆದರೆ ಉಷ್ಣವಲಯಗಳಲ್ಲಿ ಬೆಚ್ಚನೆಯ ವಾತಾವರಣ ಮುಂದುವರಿಯುವುದು."
Sometimes this leads to dramatic changes in temperature over short distances.,ಕೆಲವೊಮ್ಮೆ ಈ ಕಾರಣದಿಂದಾಗಿ ಕಡಿಮೆ ಅಂತರಗಳಲ್ಲಿ ತಾಪಮಾನದಲ್ಲಿ ಸಾಕಷ್ಟು ಬದಲಾವಣೆಗಳಾಗಲಿವೆ.
There is a great example of dramatic temperature differences through the central US on Sunday.,ರವಿವಾರದಂದು US ಮಧ್ಯಭಾಗದಲ್ಲೆಡೆ ತಾಪಮಾನದಲ್ಲಿ ಹಲವಾರು ವ್ಯತ್ಯಾಸಗಳು ಕಂಡುಬಂದಿದೆ.
"There is nearly a 20-degree temperature difference between Kansas City, Missouri and Omaha, Nebraska, and between St Louis and Des Moines, Iowa.","ಕಾನ್ಸಾಸ್ ಸಿಟಿ, ಮಿಸೋರಿ, ಮತ್ತು ಓಮಾಹಾ, ನೆಬ್ರಾಸ್ಕಾ, ಹಾಗೂ ಸೇಂಟ್ ಲೂಯಿ ಮತ್ತು ಡಿ ಮೊಯಿನ್, ಐಯೊವಾ ನಡುವೆ 20-ಡಿಗ್ರಿ ತಾಪಮಾನ ವ್ಯತ್ಯಾಸವಿರುತ್ತದೆ."
"Over the next few days, lingering summer warmth will try to build and expand again.","ಮುಂಬರುವ ಕೆಲವು ದಿನಗಳಲ್ಲಿ, ಬೇಸಿಗೆಯ ಬಿಸಿ ಮುಂದುವರಿಯುವುದು ಮತ್ತು ವ್ಯಾಪಕವಾಗಿ ಹರಡುವುದು."
