en,te
I see someone waving a white flag.,ఎవరో తెల్ల జెండా aving పుతూ నేను చూస్తున్నాను.
I have news about Tom.,నాకు టోమ్ గురించి వార్తలు ఉన్నాయి.
Father usually comes home at eight.,తండ్రి సాధారణంగా ఎనిమిది గంటలకు ఇంటికి వస్తాడు.
She wanted him to say that he loved her.,అతను తనను ప్రేమిస్తున్నాడని అతను చెప్పాలని ఆమె కోరుకుంది.
I didn't eat anything else.,నేను వేరే ఏమీ తినలేదు.
"How old are you, Tom?","టామ్, మీ వయస్సు ఎంత?"
Look what I found on my way home.,ఇంటికి వెళ్ళేటప్పుడు నేను కనుగొన్నదాన్ని చూడండి.
You're the perfect girlfriend.,నువ్వు పరిపూర్ణ స్నేహితురాలు.
He was not about to admit his mistake.,అతను తన తప్పును అంగీకరించడం లేదు.
The city has a railway station that is part of the South Central Railway network.,ఈ నగరంలో దక్షిణ సెంట్రల్ రైల్వే నెట్వర్క్లో భాగమైన రైల్వే స్టేషన్ ఉంది.
Free books available,బైబిలు ఉచితంగా లభిస్తుంది.
This box is empty. It has nothing in it.,ఈ పెట్టె ఖాళీగా ఉంది.
"Telugu, english, tamil, french","తెలుగు, ఇంగ్లీష్, తమిళం, ఫ్రెంచ్"
What can it be?,ఇది ఏమిటి?
I was unable to control myself any longer.,నేను ఇకపై నన్ను నియంత్రించలేకపోయాను.
How many times a year do you go skiing?,సంవత్సరానికి ఎన్నిసార్లు మీరు స్కీయింగ్‌కు వెళతారు?
I don't think I can do everything by myself.,నేను ఒంటరిగా ప్రతిదీ చేయలేను అనుకుంటున్నాను.
Tom knew I was jealous.,టామ్ నాకు అసూయ ఉందని తెలుసు.
What can it be?,అది ఏమిటి?
Thank you for the wonderful gift.,అద్భుతమైన బహుమతికి ధన్యవాదాలు.
Tom wants to end this.,టామ్ దీనిని అంతం చేయాలనుకుంటున్నాడు.
We were supposed to tell everyone to leave.,మేము ప్రతి ఒక్కరినీ వదిలి వెళ్ళమని చెప్పాల్సి ఉంది.
Where did you get your camera repaired?,మీ కెమెరా మరమ్మతులు ఎక్కడ పొందారు?
i am very tired,నేను చాలా అలసిపోయాను.
She drives an imported car.,ఆమె ఒక దిగుమతి కారు డ్రైవ్.
His death was a great loss to our country.,అతని మరణం మన దేశానికి గొప్ప నష్టం.
I won't always be around.,నేను ఎప్పుడూ చుట్టూ ఉన్నాను.
Tom put the kids to bed.,టామ్ పిల్లలను మంచానికి పెట్టాడు.
Tom said he'll wait.,టోమ్ అతను వేచి ఉంటానని చెప్పాడు.
I'm sure of this.,నేను ఖచ్చితంగా ఉన్నాను.
Are you staying for dinner?,మీరు విందు కోసం ఉంటున్నారా?
I'll tell you everything that you want to know.,మీరు తెలుసుకోవాలనుకునే ప్రతిదీ మీకు చెప్తాను.
"S. P. B sang over 40,000 songs in various languages and was one of the most versatile and popular singers of his time.","ఎస్.పి.బి. వేర్వేరు భాషల్లో 40,000 పాటలు పాడింది మరియు తన కాలంలోని అత్యంత బహుముఖ మరియు ప్రసిద్ధ గాయకులలో ఒకరు."
Tom can't even write his own name yet.,టామ్ ఇంకా తన పేరును కూడా వ్రాయలేడు.
Didn't you know that Tom and I needed to do that?,టామ్ మరియు నేను అలా చేయాల్సిన అవసరం ఉందని మీకు తెలియదా?
