en,te
I'm wasting my time.,నేను నా సమయాన్ని వృధా చేస్తున్నాను.
Let's forget it.,దాన్ని మరచిపోదాం.
Where can I exchange foreign currency?,నేను విదేశీ కరెన్సీని ఎక్కడ మార్పిడి చేసుకోగలను?
I thought I heard you.,నేను నిన్ను విన్నాను.
Tom's paralyzed.,టామ్ స్తంభించిపోయాడు.
Do you know this part of the city very well?,నగరంలోని ఈ భాగం మీకు బాగా తెలుసా?
I closed the door.,నేను తలుపు మూసాను.
The girl I wanted to marry married somebody else.,నేను వివాహం చేసుకోవాలనుకున్న అమ్మాయి వేరొకరిని వివాహం చేసుకుంది.
Tom switched off the dryer.,టామ్ డ్రైయర్‌ను స్విచ్ ఆఫ్ చేశాడు.
Do you remember what time Tom said he'd be here?,టామ్ ఇక్కడే ఉంటానని చెప్పిన సమయం మీకు గుర్తుందా?
Tom has always wanted to study French.,టామ్ ఎప్పుడూ ఫ్రెంచ్ అధ్యయనం చేయాలనుకున్నాడు.
She wrapped her arms around his neck.,ఆమె అతని చేతులను అతని మెడలో చుట్టింది.
I want you to take me to Tom.,మీరు నన్ను టామ్ వద్దకు తీసుకెళ్లాలని నేను కోరుకుంటున్నాను.
Tom couldn't wait until the weekend.,టామ్ వారాంతం వరకు వేచి ఉండలేకపోయాడు.
Tom will unlikely win today.,టామ్ ఈ రోజు గెలవలేడు.
Let's do what Tom wants us to do.,టామ్ మనం ఏమి చేయాలనుకుంటున్నాడో అది చేద్దాం.
"If Tom is happy, I'm happy.","టామ్ సంతోషంగా ఉంటే, నేను సంతోషంగా ఉన్నాను."
Tom knew that Mary was awake.,మేరీ మేల్కొని ఉన్నాడని టామ్ కి తెలుసు.
Almost no one thinks that we are sisters.,మేము సోదరీమణులు అని దాదాపు ఎవరూ అనుకోరు.
Tom married a girl much younger than himself.,టామ్ తనకన్నా చాలా చిన్న అమ్మాయిని వివాహం చేసుకున్నాడు.
I recognized him immediately.,నేను వెంటనే అతన్ని గుర్తించాను.
I don't remember mailing the letter.,నాకు లేఖ మెయిల్ చేయడం గుర్తులేదు.
Tom locked his doors.,టామ్ తన తలుపులు లాక్ చేశాడు.
I want another beer.,నాకు మరో బీర్ కావాలి.
What do I have to say to convince you?,మిమ్మల్ని ఒప్పించటానికి నేను ఏమి చెప్పాలి?
I know how it feels.,ఇది ఎలా అనిపిస్తుందో నాకు తెలుసు.
There is probably an easy solution to the problem.,సమస్యకు సులభమైన పరిష్కారం బహుశా ఉంది.
The milk tastes sour.,పాలు పుల్లని రుచి చూస్తాయి.
The result will satisfy him.,ఫలితం అతన్ని సంతృప్తిపరుస్తుంది.
You recovered quickly.,మీరు త్వరగా కోలుకున్నారు.
What should I tell Tom?,నేను టామ్‌కు ఏమి చెప్పాలి?
Tom thought that Mary was John's sister.,టామ్ మేరీ జాన్ సోదరి అని అనుకున్నాడు.
"She is from Hokkaido, but is now living in Tokyo.","ఆమె హక్కైడోకు చెందినది, కానీ ఇప్పుడు టోక్యోలో నివసిస్తోంది."
You're not like everyone else.,మీరు అందరిలాగా లేరు.
I thought that Tom was guilty.,టామ్ దోషి అని నేను అనుకున్నాను.
Why didn't Tom tell us?,టామ్ మాకు ఎందుకు చెప్పలేదు?
Why didn't you say goodbye?,ఎందుకు మీరు వీడ్కోలు చెప్పలేదు?
